"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2180352";"";"0";"324.41";"0";"4.07";"29";"C/C(COc1ccccc1)=N\Nc1nc(-c2ccncc2)cs1";"Inhibition";"'='";"13.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189082";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 100 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2180355";"";"0";"277.35";"0";"2.05";"6";"C/C(COc1ccccc1)=N\N=C1/NC(=O)C(C)S1";"Inhibition";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189089";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 20 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL3827404";"";"0";"364.49";"0";"3.55";"4c";"C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3828348";"";"0";"378.52";"0";"3.94";"4d";"C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2";"Inhibition";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3613569";"";"0";"440.37";"0";"4.73";"8g";"NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(-c2ccccc2)cc1";"Inhibition";"'='";"88.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3614915";"Inhibition of Trypanosoma cruzi catalytic activity of cruzain using Z-FR-AMC as substrate at 50 uM after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3612009";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3613574";"";"0";"458.36";"1";"5.36";"8l";"Fc1ccc(/C(COc2ccc(Br)cc2)=N\NC(=S)Nc2ccccc2)cc1";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3614915";"Inhibition of Trypanosoma cruzi catalytic activity of cruzain using Z-FR-AMC as substrate at 50 uM after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3612009";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3613589";"";"0";"490.16";"0";"3.67";"9p";"NC(=S)N/N=C(\COc1ccc(I)cc1)c1ccc(Br)cc1";"Inhibition";"'='";"63.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3614915";"Inhibition of Trypanosoma cruzi catalytic activity of cruzain using Z-FR-AMC as substrate at 50 uM after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3612009";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3827295";"";"0";"338.50";"0";"3.66";"3d";"C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2";"Inhibition";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827307";"";"0";"414.55";"0";"4.96";"4b";"CC(C)OC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3826981";"";"0";"472.59";"0";"4.80";"7b";"CC(C)OC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3828526";"";"0";"424.59";"1";"5.75";"8c";"C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827522";"";"0";"472.59";"0";"4.50";"6a";"CCOC(=O)c1c(/N=C2\SC(C(=O)OCC)C(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"46.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3828113";"";"0";"474.65";"1";"6.94";"8b";"CC(C)OC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827957";"";"0";"324.47";"0";"3.28";"3c";"C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827672";"";"0";"400.53";"0";"4.57";"4a";"CCOC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827295";"";"0";"338.50";"0";"3.66";"3d";"C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827174";"";"0";"434.58";"0";"4.57";"5c";"C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3830358";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.1% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL241624";"";"0";"286.31";"0";"2.24";"(E)-15";"[O-][n+]1onc2cc(/C=C/[S+]([O-])c3ccccc3)ccc21";"Inhibition";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901619";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 10 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL227002";"";"0";"238.25";"0";"2.63";"(E)-1";"[O-][n+]1onc2cc(/C=C/c3ccccc3)ccc21";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901621";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 50 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL241624";"";"0";"286.31";"0";"2.24";"(E)-15";"[O-][n+]1onc2cc(/C=C/[S+]([O-])c3ccccc3)ccc21";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL900554";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 100 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL1998715";"";"0";"276.19";"0";"2.81";"5";"CNC(=S)N/N=C(\C)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3631894";"Competitive inhibition of Trypanosoma cruzi Cruzain using Z-FR-AMC as substrate at 10 uM preincubated for 10 mins followed by substrate addition measured every 12 secs for 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3627689";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL3629565";"";"0";"420.37";"1";"5.88";"20";"C/C(=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3631894";"Competitive inhibition of Trypanosoma cruzi Cruzain using Z-FR-AMC as substrate at 10 uM preincubated for 10 mins followed by substrate addition measured every 12 secs for 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3627689";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL238428";"";"0";"286.31";"0";"2.24";"(Z)-16";"[O-][n+]1onc2cc(/C=C\[S+]([O-])c3ccccc3)ccc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901619";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 10 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL241622";"";"0";"270.31";"0";"3.22";"(E)-13";"[O-][n+]1onc2cc(/C=C/Sc3ccccc3)ccc21";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901621";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 50 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL227002";"";"0";"238.25";"0";"2.63";"(E)-1";"[O-][n+]1onc2cc(/C=C/c3ccccc3)ccc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901620";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 20 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL568488";"";"0";"302.31";"0";"1.91";"25";"O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1038180";"Inhibition of Trypanosoma cruzi cruzipain at 100 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1156117";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"None";""
"CHEMBL455669";"";"0";"300.67";"0";"3.59";"5f";"FC(F)(F)c1ccnc(N/N=C/c2ccc(Cl)cc2)n1";"Inhibition";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1010074";"Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli at 100 uM by well-microplate spectrophotometry";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1152197";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL3347372";"";"0";"419.47";"0";"3.36";"23";"[O-][n+]1onc2ccc(COc3ccccc3/C=N\NC(=S)Nc3ccccc3)cc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3391021";"Inhibition of Trypanosoma cruzi Cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.3 measured for 10 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3390845";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL2420110";"";"0";"253.29";"0";"0.73";"8";"C/C(=N\NC(N)=S)c1ccc([N+](=O)[O-])c(N)c1";"Inhibition";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2423208";"Inhibition of Trypanosoma cruzi cruzain expressed in Escherichia coli DH5-alpha using Bz-Phe-Arg-AMC as substrate at 10 uM preincubated for 5 mins followed by substrate addition measured for 5 mins by spectrofluorimetric analysis relative to control";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2417455";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL3121901";"";"0";"271.77";"0";"2.32";"9k";"C/C(=N\NC(N)=S)C(C)Oc1cccc(Cl)c1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3123055";"Inhibition of Trypanosomal cruzi recombinant cruzain assessed as substrate cleavage using Z-Phe-Arg-AMC as substrate at 100 uM preincubated for 10 mins measured for 5 mins by flow cytometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3120049";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3233091";"";"0";"345.40";"0";"3.45";"8n";"O=C(COc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3243042";"Inhibition of Trypanosoma cruzi cruzaine expressed in Escherichia coli SG13009 using Z-FR-AMC as substrate at 100 uM after 5 mins";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3232808";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3233093";"";"0";"375.43";"0";"2.95";"8p";"O=C(COc1ccc2ccccc2c1CO)NCCc1nc2ccccc2[nH]1";"Inhibition";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3243042";"Inhibition of Trypanosoma cruzi cruzaine expressed in Escherichia coli SG13009 using Z-FR-AMC as substrate at 100 uM after 5 mins";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3232808";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3233096";"";"0";"372.27";"0";"3.62";"8s";"O=C(CCc1ccccc1Br)NCCc1nc2ccccc2[nH]1";"Inhibition";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3243042";"Inhibition of Trypanosoma cruzi cruzaine expressed in Escherichia coli SG13009 using Z-FR-AMC as substrate at 100 uM after 5 mins";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3232808";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3233106";"";"0";"312.37";"0";"2.52";"18jH";"Cc1ccccc1OCC(=O)NCCC(=O)Nc1ccccc1";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3243042";"Inhibition of Trypanosoma cruzi cruzaine expressed in Escherichia coli SG13009 using Z-FR-AMC as substrate at 100 uM after 5 mins";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3232808";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL2180669";"";"0";"305.40";"0";"2.78";"12";"CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C)C1=O";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189089";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 20 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL3104704";"";"0";"510.60";"1";"2.87";"17";"O=C1/C(=C/c2ccc(Cn3cc(CCO)nn3)cc2)CC/C1=C\c1ccc(Cn2cc(CCO)nn2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3107511";"Inhibition of Trypanosoma cruzi recombinant cruzaine using Z-FR-AMC as substrate at 100 uM preincubated for 10 mins measured for 5 mins by spectrophotometric analysis in presence of triton relative to DMSO-treated control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL502160";"";"0";"302.42";"1";"5.52";"5";"Cc1ccc(/C=C2\CCC/C(=C\c3ccc(C)cc3)C2=O)cc1";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3107512";"Inhibition of Trypanosoma cruzi recombinant cruzaine using Z-FR-AMC as substrate at 100 uM preincubated for 10 mins measured for 5 mins by spectrophotometric analysis relative to DMSO-treated control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3221950";"";"0";"295.03";"None";"None";"3c";"NC(=[Se])N/N=C/c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3224723";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 10 uM incubated for 5 mins prior to substrate addition measured after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217446";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL4065594";"";"0";"308.41";"0";"3.47";"3a";"C/C(=N\N=c1/scc(-c2ccccc2)n1C)c1ccccn1";"Inhibition";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4050011";"Inhibition of Trypanosoma cruzi cruzain at 50 uM using Z-phe-Arg-aminomethylcoumarin as substrate pretreated for 10 mins measured for 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4049394";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL454439";"";"0";"220.70";"0";"3.71";"5i";"CCCNc1ccnc2cc(Cl)ccc12";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3999655";"Inhibition of recombinant Trypanosoma cruzi cruzain at 100 uM using Z-phe-Arg-amidomethylcoumarin as substrate by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3997824";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
